Year,Année,ISO,Jurisdiction,Juridiction,Insect species,Insecte espèce,Defoliated area (hectares),Data qualifier,Superficie défoliée (en hectare),Qualificatifs de données
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Western spruce budworm,"Tordeuse occidentale de l'épinette",,u,,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Large aspen tortrix,Tordeuse du tremble,,u,,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,,u,,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce beetle,"Dendroctone de l'épinette",,u,,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Aspen twoleaf tier,Noctuelle décolorie,,u,,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Other,Autres,209390,e,209390,e
2012,2012,ON,Ontario,Ontario,Spruce budworm,"Tordeuse des bourgeons de l'épinette",99797,a,99797,a
2012,2012,ON,Ontario,Ontario,Jack pine budworm,Tordeuse du pin gris,61018,a,61018,a
2012,2012,ON,Ontario,Ontario,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2012,2012,ON,Ontario,Ontario,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2012,2012,ON,Ontario,Ontario,Forest tent caterpillar,Livrée des forêts,27716,a,27716,a
2012,2012,ON,Ontario,Ontario,Gypsy moth,Spongieuse,8123,a,8123,a
2012,2012,ON,Ontario,Ontario,Blackheaded budworm,"Tordeuse à tête noire de l'épinette",0,a,0,a
2012,2012,ON,Ontario,Ontario,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2012,2012,ON,Ontario,Ontario,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2012,2012,ON,Ontario,Ontario,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2012,2012,ON,Ontario,Ontario,Western spruce budworm,"Tordeuse occidentale de l'épinette",0,a,0,a
2012,2012,ON,Ontario,Ontario,Large aspen tortrix,Tordeuse du tremble,3521,a,3521,a
2012,2012,ON,Ontario,Ontario,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2012,2012,ON,Ontario,Ontario,Spruce beetle,"Dendroctone de l'épinette",0,a,0,a
2012,2012,ON,Ontario,Ontario,Aspen twoleaf tier,Noctuelle décolorie,174655,a,174655,a
2012,2012,ON,Ontario,Ontario,Other,Autres,48515,a,48515,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce budworm,"Tordeuse des bourgeons de l'épinette",,s,,s
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Jack pine budworm,Tordeuse du pin gris,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Mountain pine beetle,Dendroctone du pin ponderosa,,n,,n
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Hemlock looper,Arpenteuse de la pruche,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Forest tent caterpillar,Livrée des forêts,,s,,s
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Gypsy moth,Spongieuse,5,e,5,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Blackheaded budworm,"Tordeuse à tête noire de l'épinette",,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Balsam fir sawfly,Diprion du sapin,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Swaine jack pine sawfly,Diprion de Swaine,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Bruce spanworm,Arpenteuse de Bruce,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Western spruce budworm,"Tordeuse occidentale de l'épinette",,n,,n
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Large aspen tortrix,Tordeuse du tremble,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce beetle,"Dendroctone de l'épinette",50,e,50,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Aspen twoleaf tier,Noctuelle décolorie,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Other,Autres,30,e,30,e
2012,2012,QC,Quebec,Québec,Spruce budworm,"Tordeuse des bourgeons de l'épinette",1537562,a,1537562,a
2012,2012,QC,Quebec,Québec,Jack pine budworm,Tordeuse du pin gris,,s,,s
2012,2012,QC,Quebec,Québec,Mountain pine beetle,Dendroctone du pin ponderosa,,n,,n
2012,2012,QC,Quebec,Québec,Hemlock looper,Arpenteuse de la pruche,5773,a,5773,a
2012,2012,QC,Quebec,Québec,Forest tent caterpillar,Livrée des forêts,0,a,0,a
2012,2012,QC,Quebec,Québec,Gypsy moth,Spongieuse,0,a,0,a
2012,2012,QC,Quebec,Québec,Blackheaded budworm,"Tordeuse à tête noire de l'épinette",1400,a,1400,a
2012,2012,QC,Quebec,Québec,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2012,2012,QC,Quebec,Québec,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2012,2012,QC,Quebec,Québec,Bruce spanworm,Arpenteuse de Bruce,,u,,u
2012,2012,QC,Quebec,Québec,Western spruce budworm,"Tordeuse occidentale de l'épinette",,n,,n
2012,2012,QC,Quebec,Québec,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2012,2012,QC,Quebec,Québec,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,,n,,n
2012,2012,QC,Quebec,Québec,Spruce beetle,"Dendroctone de l'épinette",,u,,u
2012,2012,QC,Quebec,Québec,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2012,2012,QC,Quebec,Québec,Other,Autres,615,a,615,a
2012,2012,SK,Saskatchewan,Saskatchewan,Spruce budworm,"Tordeuse des bourgeons de l'épinette",31221,a,31221,a
2012,2012,SK,Saskatchewan,Saskatchewan,Jack pine budworm,Tordeuse du pin gris,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Mountain pine beetle,Dendroctone du pin ponderosa,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Hemlock looper,Arpenteuse de la pruche,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Forest tent caterpillar,Livrée des forêts,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Gypsy moth,Spongieuse,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Blackheaded budworm,"Tordeuse à tête noire de l'épinette",,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Balsam fir sawfly,Diprion du sapin,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Swaine jack pine sawfly,Diprion de Swaine,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Bruce spanworm,Arpenteuse de Bruce,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Western spruce budworm,"Tordeuse occidentale de l'épinette",,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Large aspen tortrix,Tordeuse du tremble,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Spruce beetle,"Dendroctone de l'épinette",,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Aspen twoleaf tier,Noctuelle décolorie,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Other,Autres,51374,a,51374,a
2012,2012,YT,Yukon,Yukon,Spruce budworm,"Tordeuse des bourgeons de l'épinette",0,e,0,e
2012,2012,YT,Yukon,Yukon,Jack pine budworm,Tordeuse du pin gris,0,e,0,e
2012,2012,YT,Yukon,Yukon,Mountain pine beetle,Dendroctone du pin ponderosa,0,e,0,e
2012,2012,YT,Yukon,Yukon,Hemlock looper,Arpenteuse de la pruche,0,e,0,e
2012,2012,YT,Yukon,Yukon,Forest tent caterpillar,Livrée des forêts,0,e,0,e
2012,2012,YT,Yukon,Yukon,Gypsy moth,Spongieuse,0,e,0,e
2012,2012,YT,Yukon,Yukon,Blackheaded budworm,"Tordeuse à tête noire de l'épinette",0,e,0,e
2012,2012,YT,Yukon,Yukon,Balsam fir sawfly,Diprion du sapin,0,e,0,e
2012,2012,YT,Yukon,Yukon,Swaine jack pine sawfly,Diprion de Swaine,0,e,0,e
2012,2012,YT,Yukon,Yukon,Bruce spanworm,Arpenteuse de Bruce,0,e,0,e
2012,2012,YT,Yukon,Yukon,Western spruce budworm,"Tordeuse occidentale de l'épinette",0,e,0,e
2012,2012,YT,Yukon,Yukon,Large aspen tortrix,Tordeuse du tremble,2765,e,2765,e
2012,2012,YT,Yukon,Yukon,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,e,0,e
2012,2012,YT,Yukon,Yukon,Spruce beetle,"Dendroctone de l'épinette",263,e,263,e
2012,2012,YT,Yukon,Yukon,Aspen twoleaf tier,Noctuelle décolorie,0,e,0,e
2012,2012,YT,Yukon,Yukon,Other,Autres,69580,e,69580,e
2013,2013,AB,Alberta,Alberta,Spruce budworm,"Tordeuse des bourgeons de l'épinette",37076,a,37076,a
2013,2013,AB,Alberta,Alberta,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2013,2013,AB,Alberta,Alberta,Mountain pine beetle,Dendroctone du pin ponderosa,,s,,s
2013,2013,AB,Alberta,Alberta,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2013,2013,AB,Alberta,Alberta,Forest tent caterpillar,Livrée des forêts,6473001,a,6473001,a
2013,2013,AB,Alberta,Alberta,Gypsy moth,Spongieuse,0,a,0,a
2013,2013,AB,Alberta,Alberta,Blackheaded budworm,"Tordeuse à tête noire de l'épinette",0,a,0,a
2013,2013,AB,Alberta,Alberta,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2013,2013,AB,Alberta,Alberta,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2013,2013,AB,Alberta,Alberta,Bruce spanworm,Arpenteuse de Bruce,5061,a,5061,a
2013,2013,AB,Alberta,Alberta,Western spruce budworm,"Tordeuse occidentale de l'épinette",0,a,0,a
2013,2013,AB,Alberta,Alberta,Large aspen tortrix,Tordeuse du tremble,1820,a,1820,a
2013,2013,AB,Alberta,Alberta,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2013,2013,AB,Alberta,Alberta,Spruce beetle,"Dendroctone de l'épinette",0,a,0,a
2013,2013,AB,Alberta,Alberta,Aspen twoleaf tier,Noctuelle décolorie,2118223,a,2118223,a
2013,2013,AB,Alberta,Alberta,Other,Autres,69461,a,69461,a
2013,2013,BC,British Columbia,Colombie-Britannique,Spruce budworm,"Tordeuse des bourgeons de l'épinette",0,a,0,a
2013,2013,BC,British Columbia,Colombie-Britannique,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2013,2013,BC,British Columbia,Colombie-Britannique,Mountain pine beetle,Dendroctone du pin ponderosa,2973935,a,2973935,a
2013,2013,BC,British Columbia,Colombie-Britannique,Hemlock looper,Arpenteuse de la pruche,2020,a,2020,a
2013,2013,BC,British Columbia,Colombie-Britannique,Forest tent caterpillar,Livrée des forêts,581910,a,581910,a
2013,2013,BC,British Columbia,Colombie-Britannique,Gypsy moth,Spongieuse,0,a,0,a
2013,2013,BC,British Columbia,Colombie-Britannique,Blackheaded budworm,"Tordeuse à tête noire de l'épinette",30700,a,30700,a
2013,2013,BC,British Columbia,Colombie-Britannique,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2013,2013,BC,British Columbia,Colombie-Britannique,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2013,2013,BC,British Columbia,Colombie-Britannique,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2013,2013,BC,British Columbia,Colombie-Britannique,Western spruce budworm,"Tordeuse occidentale de l'épinette",128037,a,128037,a
2013,2013,BC,British Columbia,Colombie-Britannique,Large aspen tortrix,Tordeuse du tremble,2184,a,2184,a
2013,2013,BC,British Columbia,Colombie-Britannique,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,88760,a,88760,a
2013,2013,BC,British Columbia,Colombie-Britannique,Spruce beetle,"Dendroctone de l'épinette",18693,a,18693,a
2013,2013,BC,British Columbia,Colombie-Britannique,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2013,2013,BC,British Columbia,Colombie-Britannique,Other,Autres,3922437,a,3922437,a
2013,2013,MB,Manitoba,Manitoba,Spruce budworm,"Tordeuse des bourgeons de l'épinette",1163,e,1163,e
2013,2013,MB,Manitoba,Manitoba,Jack pine budworm,Tordeuse du pin gris,311,e,311,e
2013,2013,MB,Manitoba,Manitoba,Mountain pine beetle,Dendroctone du pin ponderosa,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Hemlock looper,Arpenteuse de la pruche,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Forest tent caterpillar,Livrée des forêts,210361,e,210361,e
2013,2013,MB,Manitoba,Manitoba,Gypsy moth,Spongieuse,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Blackheaded budworm,"Tordeuse à tête noire de l'épinette",0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Balsam fir sawfly,Diprion du sapin,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Swaine jack pine sawfly,Diprion de Swaine,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Bruce spanworm,Arpenteuse de Bruce,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Western spruce budworm,"Tordeuse occidentale de l'épinette",0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Large aspen tortrix,Tordeuse du tremble,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Spruce beetle,"Dendroctone de l'épinette",0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Aspen twoleaf tier,Noctuelle décolorie,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Other,Autres,95429,e,95429,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Spruce budworm,"Tordeuse des bourgeons de l'épinette",0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Jack pine budworm,Tordeuse du pin gris,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Mountain pine beetle,Dendroctone du pin ponderosa,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Hemlock looper,Arpenteuse de la pruche,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Forest tent caterpillar,Livrée des forêts,4000,e,4000,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Gypsy moth,Spongieuse,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Blackheaded budworm,"Tordeuse à tête noire de l'épinette",0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Balsam fir sawfly,Diprion du sapin,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Swaine jack pine sawfly,Diprion de Swaine,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Bruce spanworm,Arpenteuse de Bruce,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Western spruce budworm,"Tordeuse occidentale de l'épinette",0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Large aspen tortrix,Tordeuse du tremble,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Spruce beetle,"Dendroctone de l'épinette",0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Aspen twoleaf tier,Noctuelle décolorie,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Other,Autres,700,e,700,e
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce budworm,"Tordeuse des bourgeons de l'épinette",55045,a,55045,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Jack pine budworm,Tordeuse du pin gris,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mountain pine beetle,Dendroctone du pin ponderosa,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hemlock looper,Arpenteuse de la pruche,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Forest tent caterpillar,Livrée des forêts,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Gypsy moth,Spongieuse,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Blackheaded budworm,"Tordeuse à tête noire de l'épinette",,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Balsam fir sawfly,Diprion du sapin,1492,a,1492,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Swaine jack pine sawfly,Diprion de Swaine,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Bruce spanworm,Arpenteuse de Bruce,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Western spruce budworm,"Tordeuse occidentale de l'épinette",,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Large aspen tortrix,Tordeuse du tremble,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce beetle,"Dendroctone de l'épinette",7848,a,7848,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Aspen twoleaf tier,Noctuelle décolorie,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other,Autres,499,a,499,a
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Spruce budworm,"Tordeuse des bourgeons de l'épinette",,u,,u
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Jack pine budworm,Tordeuse du pin gris,,u,,u
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Mountain pine beetle,Dendroctone du pin ponderosa,,n,,n
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Hemlock looper,Arpenteuse de la pruche,,u,,u
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Forest tent caterpillar,Livrée des forêts,,u,,u
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Gypsy moth,Spongieuse,,u,,u
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Blackheaded budworm,"Tordeuse à tête noire de l'épinette",,u,,u
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Balsam fir sawfly,Diprion du sapin,,u,,u
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Swaine jack pine sawfly,Diprion de Swaine,,n,,n
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Bruce spanworm,Arpenteuse de Bruce,,n,,n
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Western spruce budworm,"Tordeuse occidentale de l'épinette",,n,,n
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Large aspen tortrix,Tordeuse du tremble,,n,,n
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,,n,,n
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Spruce beetle,"Dendroctone de l'épinette",,u,,u
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Aspen twoleaf tier,Noctuelle décolorie,,n,,n
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Other,Autres,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce budworm,"Tordeuse des bourgeons de l'épinette",53539,e,53539,e
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Jack pine budworm,Tordeuse du pin gris,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Mountain pine beetle,Dendroctone du pin ponderosa,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Hemlock looper,Arpenteuse de la pruche,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Forest tent caterpillar,Livrée des forêts,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Gypsy moth,Spongieuse,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Blackheaded budworm,"Tordeuse à tête noire de l'épinette",,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Balsam fir sawfly,Diprion du sapin,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Swaine jack pine sawfly,Diprion de Swaine,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Bruce spanworm,Arpenteuse de Bruce,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Western spruce budworm,"Tordeuse occidentale de l'épinette",,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Large aspen tortrix,Tordeuse du tremble,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce beetle,"Dendroctone de l'épinette",,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Aspen twoleaf tier,Noctuelle décolorie,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Other,Autres,75567,e,75567,e
2013,2013,ON,Ontario,Ontario,Spruce budworm,"Tordeuse des bourgeons de l'épinette",348,a,348,a
2013,2013,ON,Ontario,Ontario,Jack pine budworm,Tordeuse du pin gris,91865,a,91865,a
2013,2013,ON,Ontario,Ontario,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2013,2013,ON,Ontario,Ontario,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2013,2013,ON,Ontario,Ontario,Forest tent caterpillar,Livrée des forêts,195626,a,195626,a
2013,2013,ON,Ontario,Ontario,Gypsy moth,Spongieuse,8451,a,8451,a
2013,2013,ON,Ontario,Ontario,Blackheaded budworm,"Tordeuse à tête noire de l'épinette",0,a,0,a
2013,2013,ON,Ontario,Ontario,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2013,2013,ON,Ontario,Ontario,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2013,2013,ON,Ontario,Ontario,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2013,2013,ON,Ontario,Ontario,Western spruce budworm,"Tordeuse occidentale de l'épinette",0,a,0,a
2013,2013,ON,Ontario,Ontario,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2013,2013,ON,Ontario,Ontario,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2013,2013,ON,Ontario,Ontario,Spruce beetle,"Dendroctone de l'épinette",0,a,0,a
2013,2013,ON,Ontario,Ontario,Aspen twoleaf tier,Noctuelle décolorie,22450,a,22450,a
2013,2013,ON,Ontario,Ontario,Other,Autres,97763,a,97763,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce budworm,"Tordeuse des bourgeons de l'épinette",,s,,s
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Jack pine budworm,Tordeuse du pin gris,,u,,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Mountain pine beetle,Dendroctone du pin ponderosa,,n,,n
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Hemlock looper,Arpenteuse de la pruche,,u,,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Forest tent caterpillar,Livrée des forêts,,s,,s
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Gypsy moth,Spongieuse,1,e,1,e
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Blackheaded budworm,"Tordeuse à tête noire de l'épinette",,u,,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Balsam fir sawfly,Diprion du sapin,,u,,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Swaine jack pine sawfly,Diprion de Swaine,,u,,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Bruce spanworm,Arpenteuse de Bruce,5,e,5,e
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Western spruce budworm,"Tordeuse occidentale de l'épinette",,n,,n
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Large aspen tortrix,Tordeuse du tremble,,u,,u
