Year,Année,ISO,Jurisdiction,Juridiction,Tenure (En),Tenure (Fr),Application Method,"Méthode d'application",Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
2007,2007,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2007,2007,AB,Alberta,Alberta,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2007,2007,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2007,2007,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Ground,Sol,,u,,u
2007,2007,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2007,2007,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aérien,0,r,0,r
2007,2007,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Aerial,Aérien,0,r,0,r
2007,2007,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,0,r,0,r
2007,2007,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Ground,Sol,0,r,0,r
2007,2007,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,r,0,r
2007,2007,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Unspecified,Indéterminée,0,r,0,r
2007,2007,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2007,2007,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Ground,Sol,,u,,u
2007,2007,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2007,2007,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2007,2007,MB,Manitoba,Manitoba,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2007,2007,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2007,2007,MB,Manitoba,Manitoba,Private land,Terres privées,Ground,Sol,0,a,0,a
2007,2007,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2007,2007,MB,Manitoba,Manitoba,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Ground,Sol,,u,,u
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Aerial,Aérien,,u,,u
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Ground,Sol,,u,,u
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Ground,Sol,,u,,u
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,53,a,53,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Ground,Sol,0,a,0,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Ground,Sol,,u,,u
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Aerial,Aérien,,n,,n
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Aerial,Aérien,,n,,n
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Ground,Sol,,n,,n
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Ground,Sol,,n,,n
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Ground,Sol,,u,,u
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Aerial,Aérien,,u,,u
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Ground,Sol,,u,,u
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2007,2007,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2007,2007,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Ground,Sol,,u,,u
2007,2007,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2007,2007,ON,Ontario,Ontario,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2007,2007,ON,Ontario,Ontario,Federal land,Terres fédérales,Ground,Sol,,u,,u
2007,2007,ON,Ontario,Ontario,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2007,2007,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aérien,,u,,u
2007,2007,ON,Ontario,Ontario,Private land,Terres privées,Aerial,Aérien,,u,,u
2007,2007,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,,u,,u
2007,2007,ON,Ontario,Ontario,Private land,Terres privées,Ground,Sol,,u,,u
2007,2007,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indéterminée,33079,a,33079,a
2007,2007,ON,Ontario,Ontario,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Ground,Sol,,u,,u
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Ground,Sol,0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2007,2007,QC,Quebec,Québec,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2007,2007,QC,Quebec,Québec,Federal land,Terres fédérales,Ground,Sol,,u,,u
2007,2007,QC,Quebec,Québec,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2007,2007,QC,Quebec,Québec,Provincial land,Terres provinciales,Aerial,Aérien,0,p,0,p
2007,2007,QC,Quebec,Québec,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2007,2007,QC,Quebec,Québec,Provincial land,Terres provinciales,Ground,Sol,589,p,589,p
2007,2007,QC,Quebec,Québec,Private land,Terres privées,Ground,Sol,0,a,0,a
2007,2007,QC,Quebec,Québec,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2007,2007,QC,Quebec,Québec,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2007,2007,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2007,2007,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Ground,Sol,,u,,u
2007,2007,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2007,2007,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2007,2007,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2007,2007,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2007,2007,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Ground,Sol,0,a,0,a
2007,2007,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2007,2007,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2007,2007,YT,Yukon,Yukon,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2007,2007,YT,Yukon,Yukon,Federal land,Terres fédérales,Ground,Sol,,u,,u
2007,2007,YT,Yukon,Yukon,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2007,2007,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2007,2007,YT,Yukon,Yukon,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2007,2007,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,50,a,50,a
2007,2007,YT,Yukon,Yukon,Private land,Terres privées,Ground,Sol,0,a,0,a
2007,2007,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2007,2007,YT,Yukon,Yukon,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2008,2008,AB,Alberta,Alberta,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2008,2008,AB,Alberta,Alberta,Federal land,Terres fédérales,Ground,Sol,,u,,u
2008,2008,AB,Alberta,Alberta,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2008,2008,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aérien,595,a,595,a
2008,2008,AB,Alberta,Alberta,Private land,Terres privées,Aerial,Aérien,,u,,u
2008,2008,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2008,2008,AB,Alberta,Alberta,Private land,Terres privées,Ground,Sol,,u,,u
2008,2008,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2008,2008,AB,Alberta,Alberta,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2008,2008,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2008,2008,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Ground,Sol,,u,,u
2008,2008,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2008,2008,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aérien,0,r,0,r
2008,2008,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Aerial,Aérien,0,r,0,r
2008,2008,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,26,r,26,r
2008,2008,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Ground,Sol,0,r,0,r
2008,2008,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,r,0,r
2008,2008,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Unspecified,Indéterminée,0,r,0,r
2008,2008,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2008,2008,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Ground,Sol,,u,,u
2008,2008,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2008,2008,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aérien,314,a,314,a
2008,2008,MB,Manitoba,Manitoba,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2008,2008,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2008,2008,MB,Manitoba,Manitoba,Private land,Terres privées,Ground,Sol,0,a,0,a
2008,2008,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2008,2008,MB,Manitoba,Manitoba,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Ground,Sol,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Aerial,Aérien,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Ground,Sol,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Ground,Sol,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,73,a,73,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Ground,Sol,0,a,0,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Ground,Sol,,u,,u
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Aerial,Aérien,,n,,n
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Aerial,Aérien,,n,,n
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Ground,Sol,,n,,n
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Ground,Sol,,n,,n
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Ground,Sol,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Aerial,Aérien,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Ground,Sol,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2008,2008,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2008,2008,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Ground,Sol,,u,,u
2008,2008,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2008,2008,ON,Ontario,Ontario,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2008,2008,ON,Ontario,Ontario,Federal land,Terres fédérales,Ground,Sol,,u,,u
2008,2008,ON,Ontario,Ontario,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2008,2008,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aérien,,u,,u
2008,2008,ON,Ontario,Ontario,Private land,Terres privées,Aerial,Aérien,,u,,u
2008,2008,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,,u,,u
2008,2008,ON,Ontario,Ontario,Private land,Terres privées,Ground,Sol,,u,,u
2008,2008,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indéterminée,18980,a,18980,a
2008,2008,ON,Ontario,Ontario,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Ground,Sol,,u,,u
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Ground,Sol,0,a,0,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2008,2008,QC,Quebec,Québec,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2008,2008,QC,Quebec,Québec,Federal land,Terres fédérales,Ground,Sol,,u,,u
2008,2008,QC,Quebec,Québec,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2008,2008,QC,Quebec,Québec,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2008,2008,QC,Quebec,Québec,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2008,2008,QC,Quebec,Québec,Provincial land,Terres provinciales,Ground,Sol,600,e,600,e
2008,2008,QC,Quebec,Québec,Private land,Terres privées,Ground,Sol,0,a,0,a
2008,2008,QC,Quebec,Québec,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2008,2008,QC,Quebec,Québec,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
